Label	Total Fwd Packets	Total Backward Packets	Flow Bytes/s	Flow Packets/s	Flow Duration	FIN Flag Count	SYN Flag Count	ACK Flag Count	Packet Length Mean	Down/Up Ratio	Average Packet Size
BENIGN	1	1	181818	30303	66	0	0	1	6	1	9
BENIGN	2	0	4e+06	666667	3	1	0	0	6	0	9
DDoS	3	6	14102.7	10.9107	824875	0	0	0	1163.3	2	1292.56
BENIGN	4	5	285.821	0.784505	1.14722e+07	0	0	0	327.9	1	364.333
DDoS	3	6	14536.5	11.2463	800262	0	0	0	1163.3	2	1292.56
DDoS	3	4	6386.54	3.845	1.82055e+06	0	0	0	1453.38	1	1661
BENIGN	1	1	3839.66	66.2011	30211	0	0	0	55.3333	1	83
BENIGN	4	4	25560.7	255.607	31298	0	0	0	92.8889	1	104.5
BENIGN	4	1	276.11	57.5228	86922	1	0	0	5	0	6
BENIGN	23	28	21994.5	70.624	722134	0	0	0	305.442	1	311.431
DDoS	4	0	17.2832	2.88053	1.38863e+06	0	0	1	6	0	7.5
BENIGN	1	1	4028.13	33.0175	60574	0	0	0	95.6667	1	143.5
DDoS	4	0	3.28685	0.547808	7.30183e+06	0	0	1	6	0	7.5
DDoS	9	4	144.076	0.16051	8.09919e+07	0	0	1	833.929	0	898.077
DDoS	8	4	132.628	0.136461	8.79374e+07	0	0	1	897.615	0	972.417
DDoS	8	6	127.657	0.153316	9.13147e+07	0	0	1	777.533	0	833.071
BENIGN	1	1	0	23255.8	86	0	0	1	0	1	0
BENIGN	1	1	3707.08	65.0364	30752	0	0	0	54.3333	1	81.5
DDoS	8	6	129.571	0.155535	9.00121e+07	0	0	1	777.933	0	833.5
DDoS	3	6	22428.8	17.3523	518663	0	0	0	1163.3	2	1292.56
BENIGN	10	6	3784.55	10.0071	1.59887e+06	0	0	0	355.941	0	378.188
BENIGN	9	7	724.416	2.65536	6.02554e+06	0	0	0	256.765	0	272.812
DDoS	5	0	1423.76	237.293	21071	0	0	1	6	0	7.2
BENIGN	2	0	0	67.3491	29696	0	0	1	0	0	0
BENIGN	1	1	0	8368.2	239	0	0	1	0	1	0
DDoS	3	6	6460.17	5.00056	1.7998e+06	0	0	0	1162.7	2	1291.89
DDoS	8	5	127.389	0.141992	9.15545e+07	0	0	1	833.5	0	897.615
BENIGN	1	1	3531.4	27.2695	73342	0	0	0	101	1	151.5
BENIGN	1	1	2.81e+08	2e+06	1	0	1	1	177	1	265.5
DDoS	3	6	423539	327.845	27452	0	0	0	1162.7	2	1291.89
BENIGN	6	9	49819.5	138.157	108572	0	0	0	338.062	1	360.6
DDoS	3	6	12517.5	9.68933	928857	0	0	0	1162.7	2	1291.89
BENIGN	25	24	105.967	0.424563	1.15413e+08	0	0	0	244.6	0	249.592
DDoS	5	0	6.28059	1.04677	4.77662e+06	0	0	1	6	0	7.2
DDoS	3	6	274584	212.545	42344	0	0	0	1162.7	2	1291.89
DDoS	8	4	1254.76	1.29102	9.29501e+06	0	0	1	897.615	0	972.417
DDoS	5	0	5.29115	0.881858	5.66985e+06	0	0	1	6	0	7.2
DDoS	5	0	3.01089	0.501815	9.96383e+06	0	0	1	6	0	7.2
BENIGN	414	512	933810	799.097	1.15881e+06	0	0	0	1167.32	1	1168.58
BENIGN	1	1	705882	117647	17	0	0	1	6	1	9
DDoS	8	4	114.978	0.118361	1.01385e+08	0	0	1	897.154	0	971.917
DDoS	4	0	3.97229	0.662049	6.04185e+06	0	0	1	6	0	7.5
BENIGN	2	2	1.08901e+06	20942.4	191	0	0	0	50.4	1	63
BENIGN	2	0	250000	41666.7	48	1	0	0	6	0	9
DDoS	3	6	6466.11	5.00258	1.79907e+06	0	0	0	1163.3	2	1292.56
DDoS	4	0	3.0084	0.501401	7.97765e+06	0	0	1	6	0	7.5
BENIGN	4	2	5588.05	98.036	61202	0	0	0	55.1429	0	64.3333
BENIGN	2	0	3e+06	500000	4	0	0	1	6	0	9
BENIGN	2	2	9150.79	129.798	30817	0	0	0	64.4	1	80.5
BENIGN	4	2	7709.41	93.2589	64337	0	0	0	76.7143	0	89.5
DDoS	3	4	14087.2	8.47678	825785	0	0	0	1454.12	1	1661.86
BENIGN	2	1	453.595	75.5991	39683	0	0	1	6	0	8
BENIGN	1	1	0	14.0492	142357	0	0	1	0	1	0
DDoS	3	6	8582.85	6.64364	1.35468e+06	0	0	0	1162.7	2	1291.89
DDoS	4	0	3.10086	0.51681	7.73979e+06	0	0	1	6	0	7.5
BENIGN	2	2	9370.56	129.249	30948	0	0	0	66.6	1	83.25
DDoS	3	6	61727.9	47.7565	188456	0	0	0	1163.3	2	1292.56
DDoS	3	4	49381.1	29.7144	235576	0	0	0	1454.12	1	1661.86
DDoS	8	5	1248.05	1.39112	9.34498e+06	0	0	1	833.5	0	897.615
BENIGN	23	23	57.9018	0.393541	1.16888e+08	0	0	0	144	1	147.13
DDoS	3	4	313633	188.822	37072	0	0	0	1453.38	1	1661
DDoS	3	7	683338	587.717	17015	0	0	0	1057	2	1162.7
BENIGN	8	8	1019.45	3.15071	5.07822e+06	0	0	0	304.529	1	323.562
DDoS	3	4	6184.95	3.72171	1.88086e+06	0	0	0	1454.12	1	1661.86
DDoS	3	4	17720.6	10.6687	656128	0	0	0	1453.38	1	1661
BENIGN	2	0	9.25e+06	500000	4	0	1	1	24.6667	0	37
BENIGN	2	0	4e+06	666667	3	1	0	0	6	0	9
DDoS	3	4	6241.42	3.75569	1.86384e+06	0	0	0	1454.12	1	1661.86
DDoS	5	0	3.37723	0.562872	8.88301e+06	0	0	1	6	0	7.2
DDoS	8	5	160.912	0.179451	7.24431e+07	0	0	1	833.071	0	897.154
DDoS	3	6	61160	47.3171	190206	0	0	0	1163.3	2	1292.56
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
BENIGN	5	3	6582.05	104.685	76420	0	0	0	55.8889	0	62.875
BENIGN	3	1	2.21163	0.737209	5.42587e+06	0	0	0	2.4	0	3
DDoS	5	0	9.78942	1.63157	3.06453e+06	0	0	1	6	0	7.2
DDoS	3	4	199705	120.232	58221	0	0	0	1453.38	1	1661
DDoS	5	0	7.89275	1.31546	3.80096e+06	0	0	1	6	0	7.2
DDoS	7	5	118.79	0.122349	9.80803e+07	0	0	1	896.692	0	971.417
DDoS	3	5	28064.7	19.3001	414506	0	0	0	1292.56	1	1454.12
BENIGN	14	11	156.288	0.318124	7.85857e+07	0	0	0	524.308	0	545.28
DDoS	5	0	5.27332	0.878887	5.68902e+06	0	0	1	6	0	7.2
DDoS	8	4	143.875	0.148109	8.10216e+07	0	0	1	897.154	0	971.917
DDoS	5	0	1152.25	192.042	26036	0	0	1	6	0	7.2
DDoS	8	6	116.375	0.139766	1.00167e+08	0	0	1	777.533	0	833.071
BENIGN	1	2	300000	50000	60	0	0	1	6	2	8
BENIGN	1	1	807.439	13.4573	148618	0	0	0	57.3333	1	86
DDoS	3	4	16421.4	9.88648	708038	0	0	0	1453.38	1	1661
DDoS	5	0	9.72892	1.62149	3.08359e+06	0	0	1	6	0	7.2
BENIGN	11	11	396.882	1.09871	2.00236e+07	0	0	0	345.522	1	361.227
BENIGN	5	3	21390.6	68.9186	116079	0	0	0	275.889	0	310.375
BENIGN	1	1	0	35087.7	57	0	0	1	0	1	0
DDoS	8	4	142.821	0.147024	8.16195e+07	0	0	1	897.154	0	971.917
DDoS	5	0	29.616	4.936	1.01297e+06	0	0	1	6	0	7.2
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
BENIGN	2	2	2.15534e+06	19417.5	206	0	0	0	98.2	1	122.75
BENIGN	2	0	36363.6	6060.61	330	0	0	1	6	0	9
BENIGN	2	2	1.54167e+06	20833.3	192	0	0	0	67.4	1	84.25
BENIGN	2	0	35.4982	5.91637	338045	0	0	1	6	0	9
BENIGN	109	148	2325.76	2.22191	1.15666e+08	0	0	0	1042.68	1	1046.74
BENIGN	10	6	4362.55	37.3066	428878	0	0	0	110.059	0	116.938
BENIGN	2	0	0	0.0312313	6.40382e+07	0	0	1	0	0	0
DDoS	4	0	2.4003	0.40005	9.99874e+06	0	0	1	6	0	7.5
DDoS	3	4	12890.2	7.7605	902004	0	0	0	1453.38	1	1661
BENIGN	8	4	71211	297.125	40387	0	1	1	252.231	0	273.25
DDoS	4	0	16.6543	2.77571	1.44107e+06	0	0	1	6	0	7.5
BENIGN	2	2	856.317	20.3885	196189	0	0	0	40.4	1	50.5
BENIGN	1	1	811.725	11.274	177400	0	0	0	64.6667	1	97
DDoS	9	6	139.204	0.179033	8.37832e+07	0	0	1	729.312	0	777.933
DDoS	8	6	127.619	0.153191	9.13891e+07	0	0	1	777.933	0	833.5
DDoS	4	0	5.98068	0.99678	4.01292e+06	0	0	1	6	0	7.5
DDoS	3	5	19681.7	13.5351	591056	0	0	0	1292.56	1	1454.12
BENIGN	3	1	2.38219	0.794063	5.03738e+06	0	0	0	2.4	0	3
DDoS	3	5	456426	314.046	25474	0	0	0	1291.89	1	1453.38
BENIGN	1	1	285714	47619	42	0	0	1	6	1	9
BENIGN	2	0	352941	58823.5	34	1	0	0	6	0	9
BENIGN	1	1	2771.53	29.8014	67111	0	0	0	78.6667	1	118
BENIGN	2	2	1.03627e+06	20725.4	193	0	0	0	46.8	1	58.5
DDoS	3	6	161500	125.01	71994	0	0	0	1162.7	2	1291.89
BENIGN	3	3	0	1.86103	3.22401e+06	0	0	0	0	1	0
BENIGN	1	1	2989.71	33.0355	60541	0	0	0	81.6667	1	122.5
BENIGN	2	0	13.7343	2.28904	873727	0	0	1	6	0	9
DDoS	4	0	5.70353	0.950588	4.20792e+06	0	0	1	6	0	7.5
DDoS	3	4	8201.68	4.93525	1.41837e+06	0	0	0	1454.12	1	1661.86
DDoS	8	5	140.988	0.157232	8.26806e+07	0	0	1	833.071	0	897.154
BENIGN	2	1	200935	14018.7	214	0	1	1	20	0	26.6667
BENIGN	1	1	0	22.6968	88118	0	0	1	0	1	0
BENIGN	7	11	564.219	1.23762	1.4544e+07	0	0	0	431.895	1	455.889
BENIGN	2	0	250000	41666.7	48	0	0	1	6	0	9
BENIGN	8	1	21864.3	19.3794	464411	0	0	1	1016	0	1128.89
DDoS	4	0	3.47852	0.579754	6.89948e+06	0	0	1	6	0	7.5
DDoS	8	5	125.291	0.139654	9.30873e+07	0	0	1	833.5	0	897.615
BENIGN	9	8	692.444	3.03234	5.60623e+06	0	0	0	215.667	0	228.353
BENIGN	2	2	1.58525e+06	18433.2	217	0	0	0	76.2	1	95.25
DDoS	8	8	1763.76	2.42088	6.60917e+06	0	0	1	686.059	1	728.938
DDoS	3	5	499227	343.495	23290	0	0	0	1291.89	1	1453.38
DDoS	5	0	4.9967	0.832784	6.00396e+06	0	0	1	6	0	7.2
BENIGN	1	1	0	12048.2	166	0	0	1	0	1	0
BENIGN	37	51	12316.7	13.0356	6.75077e+06	0	0	0	934.236	1	944.852
BENIGN	1	1	352941	58823.5	34	0	0	1	6	1	9
BENIGN	2	0	1510.19	251.699	7946	0	0	1	6	0	9
BENIGN	1	1	562.933	8.72764	229157	0	0	0	57	1	85.5
DDoS	3	6	104706	81.0066	111102	0	0	0	1163.3	2	1292.56
DDoS	3	5	9616.2	6.61305	1.20973e+06	0	0	0	1292.56	1	1454.12
BENIGN	2	0	0.66755	0.111258	1.79762e+07	0	0	1	6	0	9
DDoS	3	6	11558.1	8.94202	1.00648e+06	0	0	0	1163.3	2	1292.56
BENIGN	2	2	1.03086e+06	12345.7	324	0	0	0	73.8	1	92.25
BENIGN	1	1	0	32258.1	62	0	0	1	0	1	0
DDoS	4	0	4.70469	0.784115	5.10129e+06	0	0	1	6	0	7.5
DDoS	3	5	12871.5	8.85625	903317	0	0	0	1291.89	1	1453.38
DDoS	3	4	11844.7	7.12737	982129	0	0	0	1454.12	1	1661.86
BENIGN	2	0	4e+06	666667	3	0	0	1	6	0	9
BENIGN	2	2	7940.2	168.94	23677	0	0	0	45.4	1	56.75
DDoS	3	5	9557.69	6.57621	1.21651e+06	0	0	0	1291.89	1	1453.38
BENIGN	2	2	1.84713e+06	25477.7	157	0	0	0	66.6	1	83.25
DDoS	4	0	5.28194	0.880324	4.54378e+06	0	0	1	6	0	7.5
DDoS	3	6	72787.9	56.3423	159738	0	0	0	1162.7	2	1291.89
BENIGN	4	2	0	1.043	5.75265e+06	0	0	0	0	0	0
BENIGN	3	2	7489.75	69.4782	71965	0	0	0	89.8333	0	107.8
BENIGN	20	15	23.7523	0.303627	1.15273e+08	0	0	0	76.0556	0	78.2286
BENIGN	1	1	324324	54054.1	37	0	0	1	6	1	9
BENIGN	9	11	2103.77	9.04264	2.21174e+06	0	0	0	221.571	1	232.65
BENIGN	2	2	649.358	15.838	252557	0	0	0	39.4	1	49.25
DDoS	3	6	6263.85	4.8486	1.85621e+06	0	0	0	1162.7	2	1291.89
BENIGN	2	0	0	14705.9	136	0	0	1	0	0	0
DDoS	3	4	523692	315.287	22202	0	0	0	1453.38	1	1661
DDoS	8	6	1208.08	1.45015	9.65416e+06	0	0	1	777.933	0	833.5
BENIGN	16	15	146.911	0.486511	6.3719e+07	0	0	0	292.531	0	301.968
BENIGN	2	2	1.3875e+06	25000	160	0	0	0	50.8	1	63.5
BENIGN	2	2	1.88945e+06	20100.5	199	0	0	0	84.4	1	105.5
DDoS	3	6	30216.6	23.3894	384789	0	0	0	1162.7	2	1291.89
DDoS	3	6	181814	140.662	63983	0	0	0	1163.3	2	1292.56
BENIGN	2	2	920455	11363.6	352	0	0	0	71.4	1	89.25
DDoS	3	4	312764	188.299	37175	0	0	0	1453.38	1	1661
DDoS	8	4	148.525	0.152896	7.8485e+07	0	0	1	897.154	0	971.917
DDoS	5	0	7.42422	1.23737	4.04083e+06	0	0	1	6	0	7.2
BENIGN	1	1	0	42553.2	47	0	0	1	0	1	0
DDoS	3	5	118750	81.6643	97962	0	0	0	1292.56	1	1454.12
DDoS	3	4	8812	5.3025	1.32013e+06	0	0	0	1454.12	1	1661.86
DDoS	3	6	24956.3	19.3077	466135	0	0	0	1163.3	2	1292.56
DDoS	3	6	6278.03	4.85707	1.85297e+06	0	0	0	1163.3	2	1292.56
BENIGN	2	2	1.46606e+06	18099.5	221	0	0	0	75.2	1	94
BENIGN	1	1	9450.43	85.139	23491	0	0	0	89.6667	1	134.5
DDoS	8	4	139.772	0.143885	8.33998e+07	0	0	1	897.154	0	971.917
BENIGN	1	1	12552.3	85.3898	23422	0	0	0	125.667	1	188.5
DDoS	4	0	2.6623	0.443716	9.01477e+06	0	0	1	6	0	7.5
BENIGN	2	2	2.33129e+06	24539.9	163	0	0	0	82.2	1	102.75
DDoS	8	4	144.437	0.14861	8.07483e+07	0	0	1	897.615	0	972.417
BENIGN	1	1	3302.65	61.1602	32701	0	0	0	51.3333	1	77
BENIGN	2	2	5943.24	80.8604	49468	0	0	0	65.8	1	82.25
DDoS	3	4	309723	186.468	37540	0	0	0	1453.38	1	1661
BENIGN	1	1	0	666667	3	0	0	1	0	1	0
BENIGN	2	2	6071.87	82.6105	48420	0	0	0	66.6	1	83.25
BENIGN	2	2	795918	13605.4	294	0	0	0	55	1	68.75
BENIGN	3	1	27565.1	6125.57	653	1	0	0	4.8	0	6
BENIGN	1	1	0	20202	99	0	0	1	0	1	0
DDoS	4	0	5.5984	0.933067	4.28694e+06	0	0	1	6	0	7.5
BENIGN	1	1	1874.37	22.0514	90697	0	0	0	71.6667	1	107.5
DDoS	9	5	121.669	0.145973	9.59081e+07	0	0	1	778.333	0	833.929
BENIGN	1	1	4870.66	72.1579	27717	0	0	0	57.3333	1	86
DDoS	3	6	261328	202.284	44492	0	0	0	1162.7	2	1291.89
BENIGN	1	1	5923.32	65.0915	30726	0	0	0	78	1	117
DDoS	3	5	14964.4	10.2963	776978	0	0	0	1291.89	1	1453.38
BENIGN	5	1	41.7026	1.48057	4.0525e+06	0	1	1	30.7143	0	35.8333
DDoS	9	6	160.084	0.205781	7.28931e+07	0	0	1	729.688	0	778.333
BENIGN	143	0	0	1.1984	1.19326e+08	0	0	0	0	0	0
BENIGN	2	0	389.168	64.8614	30835	0	0	1	6	0	9
BENIGN	2	2	18069.8	127.702	31323	0	0	0	119.8	1	149.75
DDoS	5	0	4.31356	0.718926	6.95481e+06	0	0	1	6	0	7.2
BENIGN	10	6	845.101	3.10556	5.15205e+06	0	0	0	256.118	0	272.125
BENIGN	24	43	7829.82	10.0009	6.69939e+06	0	0	0	771.397	1	782.91
BENIGN	1	1	2936.67	31.5771	63337	0	0	0	76.6667	1	115
BENIGN	14	10	9191.27	46.6562	514401	0	0	0	189.12	0	197
DDoS	4	0	2.97333	0.495556	8.07174e+06	0	0	1	6	0	7.5
DDoS	3	7	6545.55	5.62961	1.77632e+06	0	0	0	1057	2	1162.7
DDoS	3	5	15101	10.3903	769951	0	0	0	1291.89	1	1453.38
BENIGN	11	9	621.545	1.81024	1.10483e+07	0	0	0	327	0	343.35
DDoS	3	5	11134.4	7.66106	1.04424e+06	0	0	0	1291.89	1	1453.38
BENIGN	2	0	105263	17543.9	114	0	0	1	6	0	9
DDoS	8	5	126.153	0.140615	9.24512e+07	0	0	1	833.5	0	897.615
DDoS	4	0	6.2242	1.03737	3.85592e+06	0	0	1	6	0	7.5
BENIGN	2	2	10057.1	128.937	31023	0	0	0	71.4	1	89.25
DDoS	3	4	21444.8	12.9041	542463	0	0	0	1454.12	1	1661.86
DDoS	5	0	2.45946	0.40991	1.21978e+07	0	0	1	6	0	7.2
DDoS	3	6	16481.3	12.7575	705468	0	0	0	1162.7	2	1291.89
DDoS	4	0	8.12233	1.35372	2.95482e+06	0	0	1	6	0	7.5
DDoS	3	6	80737.4	62.4957	144010	0	0	0	1162.7	2	1291.89
DDoS	9	6	141.011	0.181263	8.27525e+07	0	0	1	729.688	0	778.333
DDoS	8	6	127.324	0.152837	9.16007e+07	0	0	1	777.933	0	833.5
BENIGN	4	2	5028.76	46.7068	128461	0	0	0	99.7143	0	116.333
BENIGN	6	6	180.239	2.71036	4.42746e+06	0	0	0	64.1538	1	69.5
DDoS	3	5	9275.45	6.37872	1.25417e+06	0	0	0	1292.56	1	1454.12
BENIGN	2	1	0.578193	0.0963655	3.11315e+07	0	0	1	6	0	8
BENIGN	1	1	0	45454.5	44	0	0	1	0	1	0
BENIGN	2	2	391489	17021.3	235	0	0	0	23	1	28.75
BENIGN	10	5	7135.57	53.1184	282388	0	0	0	125.938	0	134.333
BENIGN	5	1	50.0608	1.77731	3.37589e+06	0	1	1	30.7143	0	35.8333
BENIGN	1	1	3271.67	41.1531	48599	0	0	0	66.3333	1	99.5
DDoS	4	0	3.96508	0.660846	6.05284e+06	0	0	1	6	0	7.5
BENIGN	2	2	2919.71	43.9054	91105	0	0	0	59.8	1	74.75
DDoS	5	0	2.44147	0.406911	1.22877e+07	0	0	1	6	0	7.2
DDoS	5	0	8.14563	1.3576	3.68296e+06	0	0	1	6	0	7.2
DDoS	5	0	5.04555	0.840924	5.94584e+06	0	0	1	6	0	7.2
BENIGN	18	18	55.6753	0.301945	1.19227e+08	0	0	0	179.405	1	184.389
DDoS	8	5	163.969	0.182766	7.11294e+07	0	0	1	833.5	0	897.615
BENIGN	2	2	2.40724e+06	18099.5	221	0	0	0	114.4	1	143
DDoS	3	5	6480.35	4.45653	1.79512e+06	0	0	0	1292.56	1	1454.12
BENIGN	10	5	16359.1	126.292	118772	0	0	0	121.438	0	129.533
BENIGN	2	2	1.22794e+06	14705.9	272	0	0	0	73.8	1	92.25
BENIGN	1	1	0	37037	54	0	0	1	0	1	0
BENIGN	4	2	8614.31	98.6372	60829	0	0	0	80	0	93.3333
BENIGN	1	1	3199.36	66.6533	30006	0	0	0	48	1	72
DDoS	8	5	129.606	0.144464	8.99879e+07	0	0	1	833.5	0	897.615
BENIGN	2	2	1.296e+06	16000	250	0	0	0	70.8	1	88.5
DDoS	3	5	27792	19.1224	418358	0	0	0	1291.89	1	1453.38
DDoS	4	0	10.8558	1.80931	2.21079e+06	0	0	1	6	0	7.5
DDoS	4	0	6.78634	1.13106	3.53651e+06	0	0	1	6	0	7.5
BENIGN	38	45	514.443	0.715055	1.16075e+08	0	0	0	710.881	1	719.446
DDoS	9	5	139.292	0.167117	8.37735e+07	0	0	1	778.333	0	833.929
BENIGN	1	1	1213.32	14.9793	133518	0	0	0	68	1	102
DDoS	4	0	2.39121	0.398536	1.00367e+07	0	0	1	6	0	7.5
BENIGN	10	6	879.442	2.81703	5.67974e+06	0	0	0	293.824	0	312.188
DDoS	8	6	121.146	0.145496	9.62224e+07	0	0	1	777.533	0	833.071
BENIGN	1	1	4045.55	65.2507	30651	0	0	0	56.6667	1	85
DDoS	2	6	125398	86.325	92673	0	0	0	1291.22	3	1452.62
DDoS	3	4	299487	180.305	38823	0	0	0	1453.38	1	1661
BENIGN	28	26	89139.8	142.274	379550	0	0	0	615.145	0	626.537
BENIGN	2	2	2e+06	25477.7	157	0	0	0	70.4	1	88
DDoS	5	0	3.11729	0.519548	9.62374e+06	0	0	1	6	0	7.2
DDoS	3	5	99165	68.2309	117249	0	0	0	1291.89	1	1453.38
DDoS	4	0	21.8963	3.64939	1.09608e+06	0	0	1	6	0	7.5
BENIGN	2	2	1.32432e+06	27027	148	0	0	0	44.4	1	55.5
DDoS	3	6	36874	28.5427	315317	0	0	0	1162.7	2	1291.89
BENIGN	126	209	29966.5	32.5886	1.02797e+07	0	0	0	916.801	1	919.537
BENIGN	2	2	1.90361e+06	24096.4	166	0	0	0	71	1	88.75
DDoS	9	6	147.389	0.189463	7.91713e+07	0	0	1	729.688	0	778.333
DDoS	2	0	1.37559	0.229265	8.72354e+06	0	0	1	6	0	9
BENIGN	22	23	133495	188.576	238630	0	0	0	692.522	1	707.911
DDoS	4	0	3.38266	0.563777	7.09501e+06	0	0	1	6	0	7.5
DDoS	8	4	144.392	0.148641	8.07316e+07	0	0	1	897.154	0	971.917
BENIGN	1	1	160000	26666.7	75	0	0	1	6	1	9
BENIGN	2	2	1.43262e+06	14184.4	282	0	0	0	86.8	1	108.5
DDoS	5	0	5.63179	0.938632	5.3269e+06	0	0	1	6	0	7.2
DDoS	3	6	6486.83	5.01861	1.79332e+06	0	0	0	1163.3	2	1292.56
BENIGN	2	2	924855	23121.4	173	0	0	0	38.4	1	48
BENIGN	2	2	842105	21052.6	190	0	0	0	38.4	1	48
BENIGN	2	2	1261.98	17.2874	231383	0	0	0	66.6	1	83.25
BENIGN	2	2	5896.15	65.1508	61396	0	0	0	80.8	1	101
DDoS	8	5	116.387	0.129729	1.00209e+08	0	0	1	833.5	0	897.615
DDoS	5	0	5.96909	0.994849	5.02589e+06	0	0	1	6	0	7.2
BENIGN	1	1	2389.32	20.8675	95843	0	0	0	96.3333	1	144.5
DDoS	4	0	11.6418	1.9403	2.06154e+06	0	0	1	6	0	7.5
BENIGN	1	1	0	45454.5	44	0	0	1	0	1	0
DDoS	3	5	22846.6	15.7116	509179	0	0	0	1292.56	1	1454.12
DDoS	3	4	49808.7	29.9872	233433	0	0	0	1453.38	1	1661
BENIGN	1	1	3441	64.9245	30805	0	0	0	50.3333	1	75.5
DDoS	3	6	12432.2	9.61827	935719	0	0	0	1163.3	2	1292.56
BENIGN	2	2	2363.99	42.2141	94755	0	0	0	53.6	1	67
DDoS	4	0	2.55406	0.425677	9.3968e+06	0	0	1	6	0	7.5
DDoS	3	6	18210.7	14.0962	638472	0	0	0	1162.7	2	1291.89
DDoS	3	5	173751	119.489	66952	0	0	0	1292.56	1	1454.12
DDoS	5	0	2.67863	0.446438	1.11998e+07	0	0	1	6	0	7.2
DDoS	3	6	6437.25	4.98025	1.80714e+06	0	0	0	1163.3	2	1292.56
BENIGN	70	110	1176.91	1.54227	1.16711e+08	0	0	0	758.89	1	763.106
BENIGN	2	2	5.20332	0.0410519	9.74377e+07	0	0	0	110.4	1	138
BENIGN	1	1	4588.06	65.5437	30514	0	0	0	62	1	93
BENIGN	2	2	8440.18	128.858	31042	0	0	0	61.4	1	76.75
DDoS	8	4	142.835	0.146963	8.16535e+07	0	0	1	897.615	0	972.417
BENIGN	2	0	7.75e+06	500000	4	0	1	1	20.6667	0	31
BENIGN	7	3	144.864	1.90862	5.23938e+06	0	0	0	69	0	75.9
DDoS	8	5	142.442	0.158771	8.18791e+07	0	0	1	833.5	0	897.615
BENIGN	52	66	825.629	1.00825	1.17034e+08	0	0	0	811.992	1	818.873
DDoS	9	6	164.817	0.211865	7.07998e+07	0	0	1	729.688	0	778.333
BENIGN	142	96	251.953	2.03312	1.17061e+08	0	0	0	123.406	0	123.924
BENIGN	2	2	2.0431e+06	17241.4	232	0	0	0	100.8	1	126
DDoS	3	5	6228.32	4.28321	1.86776e+06	0	0	0	1292.56	1	1454.12
BENIGN	1	1	107143	17857.1	112	0	0	1	6	1	9
BENIGN	2	2	4027.25	62.9257	63567	0	0	0	59.2	1	74
BENIGN	1	1	480000	80000	25	0	0	1	6	1	9
BENIGN	8	5	615.004	2.15966	6.01947e+06	0	0	0	264.429	0	284.769
BENIGN	2	2	2.2069e+06	19704.4	203	0	0	0	96.4	1	120.5
BENIGN	3	4	45679.4	118.604	59020	0	0	0	337	1	385.143
BENIGN	1	3	510638	85106.4	47	0	0	1	6	3	7.5
BENIGN	1	1	75000	12500	160	0	0	1	6	1	9
DDoS	4	0	2.87065	0.478441	8.36048e+06	0	0	1	6	0	7.5
BENIGN	1	3	276923	61538.5	65	0	0	1	3.6	3	4.5
DDoS	5	0	275.194	45.8657	109014	0	0	1	6	0	7.2
DDoS	3	5	335681	230.967	34637	0	0	0	1291.89	1	1453.38
DDoS	3	6	17829.2	13.8009	652133	0	0	0	1162.7	2	1291.89
DDoS	3	4	392128	236.08	29651	0	0	0	1453.38	1	1661
BENIGN	10	5	8707.07	55.1779	271848	0	0	0	147.938	0	157.8
DDoS	9	4	144.517	0.161084	8.07031e+07	0	0	1	833.5	0	897.615
DDoS	3	5	21926.7	15.0867	530267	0	0	0	1291.89	1	1453.38
DDoS	3	6	7455.73	5.76821	1.56028e+06	0	0	0	1163.3	2	1292.56
DDoS	3	5	266870	183.621	43568	0	0	0	1291.89	1	1453.38
BENIGN	2	2	1.81673e+06	15936.3	251	0	0	0	101.6	1	127
DDoS	4	0	6.9647	1.16078	3.44595e+06	0	0	1	6	0	7.5
BENIGN	2	0	4e+06	666667	3	1	0	0	6	0	9
BENIGN	1	1	4058.68	84.5559	23653	0	0	0	48	1	72
BENIGN	1	1	0	38461.5	52	0	0	1	0	1	0
BENIGN	1	2	327273	54545.5	55	0	0	1	6	2	8
DDoS	8	4	151.631	0.156012	7.69171e+07	0	0	1	897.615	0	972.417
BENIGN	2	0	3.1e+07	2e+06	1	0	1	1	20.6667	0	31
BENIGN	1	1	0	48780.5	41	0	0	1	0	1	0
DDoS	3	4	219535	132.17	52962	0	0	0	1453.38	1	1661
DDoS	8	5	143.283	0.159708	8.13984e+07	0	0	1	833.5	0	897.615
DDoS	5	0	5.70171	0.950285	5.26158e+06	0	0	1	6	0	7.2
DDoS	4	0	2.06617	0.344362	1.16157e+07	0	0	1	6	0	7.5
BENIGN	2	2	1.5814e+06	18604.7	215	0	0	0	77.2	1	96.5
BENIGN	1	1	1019.78	21.2454	94138	0	0	0	48	1	72
BENIGN	2	1	244898	61224.5	49	1	0	0	4.5	0	6
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
DDoS	8	4	144.624	0.148803	8.06437e+07	0	0	1	897.615	0	972.417
DDoS	4	0	51.7266	8.6211	463978	0	0	1	6	0	7.5
BENIGN	1	1	0	30769.2	65	0	0	1	0	1	0
DDoS	3	4	6291	3.78552	1.84915e+06	0	0	0	1454.12	1	1661.86
DDoS	3	6	10244	7.92947	1.13501e+06	0	0	0	1162.7	2	1291.89
