Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Flow Duration,FIN Flag Count,SYN Flag Count,ACK Flag Count,Packet Length Mean,Down/Up Ratio,Average Packet Size,Label
3,5,8704.201556,5.98586886,1336481,0,0,0,1292.555556,1,1454.125,DDoS
5,0,3.914001047,0.652333508,7664791,0,0,1,6,0,7.2,DDoS
6,0,4.204988518,0.70083142,8561260,0,0,1,6,0,7,DDoS
9,6,124.5832981,0.160228884,93616080,0,0,1,729.3125,0,777.9333333,DDoS
5,0,7.511419235,1.251903206,3993919,0,0,1,6,0,7.2,DDoS
5,0,2.614222573,0.435703762,11475687,0,0,1,6,0,7.2,DDoS
3,4,276978.4173,166.754014,41978,0,0,0,1453.375,1,1661,DDoS
1,1,0,29850.7462686567,67,0,0,1,0,1,0,BENIGN
50,51,551.9820452769,0.865121917,116746551,0,0,0,631.7843137255,1,638.0396039604,BENIGN
4,0,28.4345029,4.739083817,844045,0,0,1,6,0,7.5,DDoS
11,9,147.2033840224,0.3310917319,60406220,0,0,0,423.4285714286,0,444.6,BENIGN
1,1,1423.4014643359,18.6065550894,107489,0,0,0,67.6666666667,1,101.5,BENIGN
1,1,3305.1295610788,66.1025912216,30256,0,0,0,47.3333333333,1,71,BENIGN
1,1,3222.184250354,32.5473156601,61449,0,0,0,82,1,123,BENIGN
1,1,0,36363.6363636364,55,0,0,1,0,1,0,BENIGN
1,1,5466.0529344074,63.9304436773,31284,0,0,0,74.6666666667,1,112,BENIGN
7,5,384.939656618,1.3926065359,8616935,0,0,0,255.1538461538,0,276.4166666667,BENIGN
2,2,5.6058117654,0.0515476944,77598039,0,0,0,96.6,1,120.75,BENIGN
11,7,4608.8009492117,54.9029894678,327851,0,0,0,79.5263157895,0,83.9444444444,BENIGN
4,0,2.173990236,0.362331706,11039608,0,0,1,6,0,7.5,DDoS
10,5,21062.9999602022,149.2418513949,100508,0,0,0,132.3125,0,141.1333333333,BENIGN
2,2,4302.5944002055,64.2178268687,62288,0,0,0,59.4,1,74.25,BENIGN
4,0,2.243644037,0.373940673,10696884,0,0,1,6,0,7.5,DDoS
2,2,8320.3833203833,64.7500647501,61776,0,0,0,109.8,1,137.25,BENIGN
10,6,10798.1518547787,92.2918961947,173363,0,0,0,110.1176470588,0,117,BENIGN
3,0,32.97180361,5.495300602,545921,0,0,1,6,0,8,DDoS
3,6,13055.7797,10.10074936,891023,0,0,0,1163.3,2,1292.555556,DDoS
4,0,1.056365972,0.176060995,22719399,0,0,1,6,0,7.5,DDoS
2,2,2626262.62626263,20202.0202020202,198,0,0,0,117.2,1,146.5,BENIGN
3,5,364482.7586,250.7836991,31900,0,0,0,1291.888889,1,1453.375,DDoS
3,6,19594.56614,15.15955431,593685,0,0,0,1163.3,2,1292.555556,DDoS
10,8,598.1987283889,1.7264032565,10426301,0,0,0,328.2631578947,0,346.5,BENIGN
4,0,4.056880164,0.676146694,5915876,0,0,1,6,0,7.5,DDoS
1,1,5398.1548125368,65.4321795459,30566,0,0,0,73.3333333333,1,110,BENIGN
3,4,11086.42801,6.671107718,1049301,0,0,0,1454.125,1,1661.857143,DDoS
13,12,133.8692569456,0.3788895532,65982289,0,0,0,339.7307692308,0,353.32,BENIGN
9,4,139.836094,0.155786205,83447697,0,0,1,833.9285714,0,898.0769231,DDoS
1,3,0,1.2417994668,3221132,0,0,0,0,3,0,BENIGN
3,5,6585.002745,4.528498407,1766590,0,0,0,1292.555556,1,1454.125,DDoS
5,0,7.190925053,1.198487509,4171925,0,0,1,6,0,7.2,DDoS
10,5,10015.2076559205,126.0302976836,119019,0,0,0,74.5,0,79.4666666667,BENIGN
3,5,71614.23046,49.27443396,162356,0,0,0,1291.888889,1,1453.375,DDoS
3,4,6540.050568,3.93741756,1777815,0,0,0,1453.375,1,1661,DDoS
1,1,2480.9791597751,33.0797221303,60460,0,0,0,66.3333333333,1,99.5,BENIGN
8,6,1360.831698,1.634352216,8566085,0,0,1,777.5333333,0,833.0714286,DDoS
5,0,3.734666393,0.622444399,8032846,0,0,1,6,0,7.2,DDoS
2,0,37974.6835443038,6329.1139240506,316,0,0,1,6,0,9,BENIGN
3,4,496965.2932,299.1964438,23396,0,0,0,1453.375,1,1661,DDoS
30,39,526113.749802486,641.3414260087,107587,0,0,0,808.6142857143,1,820.3333333333,BENIGN
8,4,132.3365215,0.136160358,88131378,0,0,1,897.6153846,0,972.4166667,DDoS
2,2,222383.720930233,2906.9767441861,1376,0,0,0,69.6,1,87,BENIGN
5,0,2.546086716,0.424347786,11782788,0,0,1,6,0,7.2,DDoS
5,0,2.818791454,0.469798576,10642859,0,0,1,6,0,7.2,DDoS
5,0,13.41685174,2.236141957,2235994,0,0,1,6,0,7.2,DDoS
3,4,68108.10178,40.98312666,170802,0,0,0,1454.125,1,1661.857143,DDoS
2,2,2931937.17277487,20942.4083769633,191,0,0,0,120.8,1,151,BENIGN
3,4,143670.9174,86.49663899,80928,0,0,0,1453.375,1,1661,DDoS
3,5,8368.528922,5.755027196,1390089,0,0,0,1292.555556,1,1454.125,DDoS
3,5,144963.1143,99.69095803,80248,0,0,0,1292.555556,1,1454.125,DDoS
14,12,96.7523931668,0.5253889353,49487148,0,0,0,177.3333333333,0,184.1538461538,BENIGN
5,0,3.015765214,0.502627536,9947724,0,0,1,6,0,7.2,DDoS
2,2,1205479.45205479,18264.8401826484,219,0,0,0,61,1,76.25,BENIGN
8,7,145.092796,0.186702577,80341687,0,0,1,728.9375,0,777.5333333,DDoS
2,0,2071000000,2000000,1,0,1,1,1378.6666666667,0,2068,BENIGN
5,0,6.197076963,1.03284616,4840992,0,0,1,6,0,7.2,DDoS
8,4,160.8562981,0.165589395,72468409,0,0,1,897.1538462,0,971.9166667,DDoS
3,6,269386.7149,208.521582,43161,0,0,0,1162.7,2,1291.888889,DDoS
1,3,480000,80000,50,0,0,1,6,3,7.5,BENIGN
3,6,211920.1677,164.0390048,54865,0,0,0,1162.7,2,1291.888889,DDoS
59,78,5187.3571106225,5.9345468861,23085166,0,0,0,867.7608695652,1,874.0948905109,BENIGN
3,5,48813.97204,33.58663252,238190,0,0,0,1291.888889,1,1453.375,DDoS
3,4,39920.89298,24.03425224,291251,0,0,0,1453.375,1,1661,DDoS
2,2,2164948.45360825,20618.5567010309,194,0,0,0,92.2,1,115.25,BENIGN
4,0,2.226384944,0.371064157,10779807,0,0,1,6,0,7.5,DDoS
4,0,3.891748423,0.648624737,6166894,0,0,1,6,0,7.5,DDoS
3,1,1.9797690698,0.6599230233,6061313,0,0,0,2.4,0,3,BENIGN
2,0,0,274.8007694422,7278,0,0,1,0,0,0,BENIGN
4,2,1811.6998138972,26.9064328797,222995,0,0,0,62.8571428571,0,73.3333333333,BENIGN
1,1,3648.3324741246,39.6557877622,50434,0,0,0,80.6666666667,1,121,BENIGN
4,0,3.178051529,0.529675255,7551797,0,0,1,6,0,7.5,DDoS
2,2,8306.5147429764,43.4896059842,91976,0,0,0,159.4,1,199.25,BENIGN
2,2,3659.1328486034,63.0884973897,63403,0,0,0,53.8,1,67.25,BENIGN
3,6,7113.644647,5.503550402,1635308,0,0,0,1163.3,2,1292.555556,DDoS
2,2,7365.8822762532,130.3695978098,30682,0,0,0,52,1,65,BENIGN
3,6,94869.36797,73.43461871,122558,0,0,0,1162.7,2,1291.888889,DDoS
1,1,200000,33333.3333333333,60,0,0,1,6,1,9,BENIGN
8,5,1199.281809,1.336762712,9724987,0,0,1,833.5,0,897.6153846,DDoS
1,1,1025.8383022376,21.3716312966,93582,0,0,0,48,1,72,BENIGN
4,0,3.16048259,0.526747098,7593777,0,0,1,6,0,7.5,DDoS
4,0,2.960827512,0.493471252,8105842,0,0,1,6,0,7.5,DDoS
1,1,2732.1047141225,33.1164207772,60393,0,0,0,72.3333333333,1,108.5,BENIGN
8,5,144.2600636,0.160797464,80847046,0,0,1,833.5,0,897.6153846,DDoS
3,5,93182.52818,64.08151168,124841,0,0,0,1292.555556,1,1454.125,DDoS
4,0,14.48485518,2.41414253,1656903,0,0,1,6,0,7.5,DDoS
1,1,5257.6235541535,42.0609884332,47550,0,0,0,111.3333333333,1,167,BENIGN
2,2,8266.0154048469,125.2426576492,31938,0,0,0,59.8,1,74.75,BENIGN
3,5,28199.10846,19.40250001,412318,0,0,0,1291.888889,1,1453.375,DDoS
3,5,6620.416186,4.555201642,1756234,0,0,0,1291.888889,1,1453.375,DDoS
1,1,272727.272727273,45454.5454545455,44,0,0,1,6,1,9,BENIGN
2,2,9469.4512906992,129.7185108315,30836,0,0,0,67.4,1,84.25,BENIGN
2,2,1333333.33333333,18518.5185185185,216,0,0,0,66,1,82.5,BENIGN
1,1,1873.4825747003,19.1171691296,104618,0,0,0,81.6666666667,1,122.5,BENIGN
8,5,148.3463354,0.165437279,78579629,0,0,1,833.0714286,0,897.1538462,DDoS
5,0,6.770618225,1.128436371,4430910,0,0,1,6,0,7.2,DDoS
4,0,4.418328035,0.736388006,5431919,0,0,1,6,0,7.5,DDoS
12,11,212.2254883971,0.5795756629,39684206,0,0,0,350.9166666667,0,366.1739130435,BENIGN
6,7,142.3997017228,1.3036592411,9971931,0,0,0,101.4285714286,1,109.2307692308,BENIGN
10,10,34.7753818777,0.2797697657,71487353,0,0,0,118.380952381,1,124.3,BENIGN
1,1,421810.699588477,4115.2263374486,486,0,0,0,92.3333333333,1,138.5,BENIGN
5,0,8.398867833,1.399811305,3571910,0,0,1,6,0,7.2,DDoS
4,0,2.247038894,0.374506482,10680723,0,0,1,6,0,7.5,DDoS
2,2,1689440.99378882,24844.7204968944,161,0,0,0,66.4,1,83,BENIGN
3,5,6341.98412,4.361374793,1834284,0,0,0,1292.555556,1,1454.125,DDoS
5,0,11.74672648,1.957787747,2553903,0,0,1,6,0,7.2,DDoS
8,5,157.1305167,0.175233483,74186735,0,0,1,833.0714286,0,897.1538462,DDoS
10,5,11005.3825451749,102.9823694184,145656,0,0,0,100.1875,0,106.8666666667,BENIGN
3,5,320382.464,220.4403296,36291,0,0,0,1291.888889,1,1453.375,DDoS
2,2,5421.2785181839,129.0780599568,30989,0,0,0,40.4,1,50.5,BENIGN
4,0,2.423260881,0.403876814,9904010,0,0,1,6,0,7.5,DDoS
4,0,2.985152226,0.497525371,8039791,0,0,1,6,0,7.5,DDoS
2,2,4617.6046176046,82.4572253144,48510,0,0,0,51.2,1,64,BENIGN
1,1,0,86.2701117198,23183,0,0,1,0,1,0,BENIGN
26,20,81.6449253134,0.3933458907,116945419,0,0,0,203.1489361702,0,207.5652173913,BENIGN
2,0,0,8849.5575221239,226,0,0,1,0,0,0,BENIGN
3,4,9313.528768,5.607181678,1248399,0,0,0,1453.375,1,1661,DDoS
1,1,208.1674327008,2.2028299757,907923,0,0,0,77.3333333333,1,116,BENIGN
6,6,393.0574807339,1.1916851361,10069774,0,0,0,304.4615384615,1,329.8333333333,BENIGN
3,7,9495.746229,8.166978781,1224443,0,0,0,1057,2,1162.7,DDoS
1,1,8042.4508747202,82.9118646878,24122,0,0,0,85.3333333333,1,128,BENIGN
2,2,2194174.75728155,19417.4757281553,206,0,0,0,97,1,121.25,BENIGN
3,6,8907.794033,6.891614054,1305935,0,0,0,1163.3,2,1292.555556,DDoS
4,0,3.4018921876,0.3677721284,10876300,0,0,1,7.4,0,9.25,BENIGN
3,5,16986.96502,11.68794359,684466,0,0,0,1291.888889,1,1453.375,DDoS
2,0,68555555.5555556,222222.222222222,9,0,1,1,411.3333333333,0,617,BENIGN
5,0,7.276442227,1.212740371,4122894,0,0,1,6,0,7.2,DDoS
9,6,128.6523087,0.165462114,90655194,0,0,1,729.3125,0,777.9333333,DDoS
1,1,3277.5395778364,41.2269129288,48512,0,0,0,70.6666666667,1,106,BENIGN
2,2,4562.9872794419,65.6544932294,60925,0,0,0,62.6,1,78.25,BENIGN
8,6,659.1681255591,2.4887685431,5625272,0,0,0,247.2,0,264.8571428571,BENIGN
3,5,7244.504035,4.982036644,1605769,0,0,0,1292.555556,1,1454.125,DDoS
2,1,120.3683270809,20.0613878468,149541,0,0,1,6,0,8,BENIGN
3,5,8584.118753,5.906334396,1354478,0,0,0,1291.888889,1,1453.375,DDoS
4,0,14.84277788,2.473796313,1616948,0,0,1,6,0,7.5,DDoS
4,0,6.720016128,1.120002688,3571420,0,0,1,6,0,7.5,DDoS
2,0,4.3252906956,0.7208817826,2774380,0,0,1,6,0,9,BENIGN
5,0,3.327133774,0.554522296,9016770,0,0,1,6,0,7.2,DDoS
1,1,11549.5668912416,1924.9278152069,1039,1,0,1,6,1,9,BENIGN
3,0,1353.8155495386,82.8866662983,36194,0,0,1,13.75,0,18.3333333333,BENIGN
3,4,8939.252753,5.381849942,1300668,0,0,0,1453.375,1,1661,DDoS
4,0,3.028456131,0.504742688,7924830,0,0,1,6,0,7.5,DDoS
4,0,2.77176971,0.461961618,8658728,0,0,1,6,0,7.5,DDoS
1,1,222222.222222222,37037.037037037,54,0,0,1,6,1,9,BENIGN
4,0,3.982841256,0.663806876,6025849,0,0,1,6,0,7.5,DDoS
18,16,183.3206253102,0.3739217266,90928121,0,0,0,476.2571428571,0,490.2647058824,BENIGN
3,5,12547.66181,8.629011816,927105,0,0,0,1292.555556,1,1454.125,DDoS
4,0,6.754991939,1.12583199,3552928,0,0,1,6,0,7.5,DDoS
2,2,1422818.79194631,26845.6375838926,149,0,0,0,51.4,1,64.25,BENIGN
9,4,144.1258537,0.160565267,80963961,0,0,1,833.9285714,0,898.0769231,DDoS
3,4,20130.23307,12.11309477,577887,0,0,0,1454.125,1,1661.857143,DDoS
2,2,5583.4358071056,66.4694738941,60178,0,0,0,74.6,1,93.25,BENIGN
10,6,326.8747096403,1.3177110996,12142267,0,0,0,233.4705882353,0,248.0625,BENIGN
2,2,1245098.03921569,19607.8431372549,204,0,0,0,56.8,1,71,BENIGN
3,0,0,0.3330041033,9008898,0,0,0,0,0,0,BENIGN
4,4,5.5088743539,0.0715438228,111819577,0,0,0,73.5555555556,1,82.75,BENIGN
2,2,969187.675070028,11204.4817927171,357,0,0,0,78.4,1,98,BENIGN
2,2,250193.05019305,3088.8030888031,1295,0,0,0,70.8,1,88.5,BENIGN
8,4,135.7734585,0.139768508,85856250,0,0,1,897.1538462,0,971.9166667,DDoS
3,1,1360.9220941536,111.0956811554,36005,0,0,1,11,0,13.75,BENIGN
4,0,3.024256808,0.504042801,7935834,0,0,1,6,0,7.5,DDoS
16,16,726.3198951885,1.2801408155,24997250,0,0,0,550.1818181818,1,567.375,BENIGN
10,5,2932.7202189519,34.5567975525,434068,0,0,0,79.5625,0,84.8666666667,BENIGN
2,2,3810.0496963004,55.2181115406,72440,0,0,0,62.6,1,78.25,BENIGN
3,4,9886.071797,5.948809643,1176706,0,0,0,1454.125,1,1661.857143,DDoS
4,2,984.2347574761,14.9883465605,400311,0,0,0,61.1428571429,0,71.3333333333,BENIGN
3,0,0,0.3333839707,8998633,0,0,0,0,0,0,BENIGN
2,2,7697.074459411,130.4588891426,30661,0,0,0,56.2,1,70.25,BENIGN
3,1,29028.4360189573,2369.6682464455,1688,0,0,1,11,0,13.75,BENIGN
16,13,83.6303482287,0.4748003325,61078306,0,0,0,170.2666666667,0,176.1379310345,BENIGN
3,5,67095.23287,46.1651211,173291,0,0,0,1291.888889,1,1453.375,DDoS
8,4,125.9276556,0.129566309,92616669,0,0,1,897.6153846,0,972.4166667,DDoS
30,28,1102.8398125172,9.9324082494,5839470,0,0,0,132.0338983051,0,134.3103448276,BENIGN
8,5,142.611173,0.158959552,81781811,0,0,1,833.5,0,897.6153846,DDoS
3,5,10270.53179,7.063032266,1132658,0,0,0,1292.555556,1,1454.125,DDoS
3,0,145270.27027027,10135.1351351351,296,0,0,1,12.25,0,16.3333333333,BENIGN
2,0,7750000,500000,4,0,1,1,20.6666666667,0,31,BENIGN
3,4,13327.23852,8.019485057,872874,0,0,0,1454.125,1,1661.857143,DDoS
3,5,6640.213181,4.568823037,1750998,0,0,0,1291.888889,1,1453.375,DDoS
3,4,162136.9237,97.56369516,71748,0,0,0,1454.125,1,1661.857143,DDoS
1,1,5108.6674170924,86.5875833405,23098,0,0,0,56.3333333333,1,84.5,BENIGN
2,2,8724.1697710702,127.3601426434,31407,0,0,0,62.8,1,78.5,BENIGN
7,3,4.0512915238,0.1552218975,64423900,0,1,1,27.9090909091,0,30.7,BENIGN
1,1,6678.9871283598,64.8445352268,30843,0,0,0,87.6666666667,1,131.5,BENIGN
1,1,3542.411439714,32.4991875203,61540,0,0,0,86.6666666667,1,130,BENIGN
9,7,62.2593793917,0.1477967463,108256781,0,0,0,396.4705882353,0,421.25,BENIGN
2,2,387.2611817344,6.9153782453,578421,0,0,0,51.2,1,64,BENIGN
4,0,2.984047654,0.497341276,8042767,0,0,1,6,0,7.5,DDoS
2,2,1487179.48717949,25641.0256410256,156,0,0,0,56.4,1,70.5,BENIGN
3,5,10908.1425,7.505387461,1065901,0,0,0,1291.888889,1,1453.375,DDoS
2,2,17131.6843052668,124.1426398932,32221,0,0,0,117.2,1,146.5,BENIGN
5,0,19.14293262,3.19048877,1567158,0,0,1,6,0,7.2,DDoS
7,7,61616.1377287991,165.5394220309,84572,0,0,0,347.4,1,372.2142857143,BENIGN
2,0,9250000,500000,4,0,1,1,24.6666666667,0,37,BENIGN
4,4,344.1132571828,1.5276948155,5236648,0,0,0,200.2222222222,1,225.25,BENIGN
2,2,698689.956331878,17467.2489082969,229,0,0,0,38.4,1,48,BENIGN
2,1,632352.941176471,44117.6470588235,68,0,1,1,20,0,26.6666666667,BENIGN
3,5,152778.325,105.0654689,76143,0,0,0,1292.555556,1,1454.125,DDoS
3,4,83838.68246,50.47482388,138683,0,0,0,1453.375,1,1661,DDoS
8,6,127.6780828,0.153261867,91346923,0,0,1,777.9333333,0,833.5,DDoS
16,14,112.6298705798,0.4919767206,60978495,0,0,0,221.5483870968,0,228.9333333333,BENIGN
16,14,19.4584221017,0.2600234579,115374206,0,0,0,72.4193548387,0,74.8333333333,BENIGN
3,4,585713.5661,352.6270717,19851,0,0,0,1453.375,1,1661,DDoS
4,4,1.8277052197,0.265848032,30092380,0,0,1,6.7777777778,1,7.625,BENIGN
3,6,30785.80998,23.83007567,377674,0,0,0,1162.7,2,1291.888889,DDoS
1,1,1440.694198083,16.6554242553,120081,0,0,0,71.3333333333,1,107,BENIGN
2,2,1696969.6969697,20202.0202020202,198,0,0,0,75.4,1,94.25,BENIGN
4,0,3.983729122,0.663954854,6024506,0,0,1,6,0,7.5,DDoS
15,13,91.6984600938,0.3986889569,70230187,0,0,0,222.0689655172,0,230,BENIGN
45,63,4004.194186595,4.1671771137,25916825,0,0,0,952.0733944954,1,960.8888888889,BENIGN
3,5,31847.63971,21.91288532,365082,0,0,0,1291.888889,1,1453.375,DDoS
2,2,5912.89845734,50.5375936525,79149,0,0,0,99.4,1,124.25,BENIGN
2,2,2842639.59390863,20304.5685279188,197,0,0,0,120.8,1,151,BENIGN
2,2,1336492.89099526,18957.345971564,211,0,0,0,64.4,1,80.5,BENIGN
98,83,1305.2549301411,1.5864831774,114088824,0,0,0,818.2142857143,0,822.7348066298,BENIGN
2,1,0,58823.5294117647,51,0,0,1,0,0,0,BENIGN
8,4,118.2542767,0.121733836,98575716,0,0,1,897.1538462,0,971.9166667,DDoS
3,4,11686.73561,7.032334675,995402,0,0,0,1454.125,1,1661.857143,DDoS
3,6,378163.0131,292.7210044,30746,0,0,0,1162.7,2,1291.888889,DDoS
2,2,6567.0385182067,168.3856030309,23755,0,0,0,37.2,1,46.5,BENIGN
2,2,2170212.76595745,21276.5957446809,188,0,0,0,89.2,1,111.5,BENIGN
5,0,4.94494219,0.824157032,6066805,0,0,1,6,0,7.2,DDoS
17,15,572.6962753299,0.945140836,33857388,0,0,0,587.5757575758,0,605.9375,BENIGN
451,634,8872.2977934983,9.2667272862,117085565,0,0,0,956.5543278085,1,957.4359447005,BENIGN
2,2,1324137.93103448,27586.2068965517,145,0,0,0,46.4,1,58,BENIGN
2,2,4617.1354251341,65.0300764103,61510,0,0,0,65.4,1,81.75,BENIGN
5,0,4.825614361,0.80426906,6216825,0,0,1,6,0,7.2,DDoS
3,5,596684.7993,410.5511649,19486,0,0,0,1291.888889,1,1453.375,DDoS
1,3,214285.714285714,47619.0476190476,84,0,0,1,3.6,3,4.5,BENIGN
3,5,6141.761815,4.225861746,1893105,0,0,0,1291.888889,1,1453.375,DDoS
10,5,10946.5254883234,137.7499012792,108893,0,0,0,74.5,0,79.4666666667,BENIGN
49,71,738.0742334406,1.0361602753,115812199,0,0,0,706.4297520661,1,712.3166666667,BENIGN
21,28,284.4521718065,0.7334713687,66805607,0,0,0,380.06,1,387.8163265306,BENIGN
3,5,26044.53519,17.91079528,446658,0,0,0,1292.555556,1,1454.125,DDoS
8,6,118.4345531,0.142239319,98425668,0,0,1,777.5333333,0,833.0714286,DDoS
8,6,165.5454772,0.198819309,70415696,0,0,1,777.5333333,0,833.0714286,DDoS
12,7,10129.6414421375,42.6747643904,445228,0,0,0,225.5,0,237.3684210526,BENIGN
2,2,7656.7766634764,166.4516665973,24031,0,0,0,44.4,1,55.5,BENIGN
8,6,123.8538788,0.148747903,94118974,0,0,1,777.5333333,0,833.0714286,DDoS
2,0,173913.043478261,28985.5072463768,69,0,0,1,6,0,9,BENIGN
3,6,60606.85039,46.91336145,191843,0,0,0,1162.7,2,1291.888889,DDoS
3,5,13106.86722,9.0135767,887550,0,0,0,1292.555556,1,1454.125,DDoS
2,2,10714.3584625099,81.4780111217,49093,0,0,0,112,1,140,BENIGN
5,0,2.56633813,0.427723022,11689808,0,0,1,6,0,7.2,DDoS
2,2,1068181.81818182,11363.6363636364,352,0,0,0,84.4,1,105.5,BENIGN
8,4,119.9364507,0.123465506,97193138,0,0,1,897.1538462,0,971.9166667,DDoS
2,2,6146.015893213,96.0314983315,41653,0,0,0,57.8,1,72.25,BENIGN
5,0,5.610750797,0.935125133,5346878,0,0,1,6,0,7.2,DDoS
21,17,37.2495170823,0.3282656886,115759890,0,0,0,110.5641025641,0,113.4736842105,BENIGN
3,4,6316.566802,3.800908417,1841665,0,0,0,1454.125,1,1661.857143,DDoS
1,1,69.1850006919,23.0616668973,86724,0,0,0,2,1,3,BENIGN
9,8,119.1531246,0.173677709,97882452,0,0,1,648.2777778,0,686.4117647,DDoS
3,5,11966.64194,8.229445161,972119,0,0,0,1292.555556,1,1454.125,DDoS
3,5,9531.429452,6.558134998,1219859,0,0,0,1291.888889,1,1453.375,DDoS
1,1,0,25000,80,0,0,1,0,1,0,BENIGN
1,1,5056.3901951808,41.6163802072,48058,0,0,0,108,1,162,BENIGN
8,6,148.8403267,0.178664544,78359140,0,0,1,777.9333333,0,833.5,DDoS
5,0,9.11588385,1.519313975,3290959,0,0,1,6,0,7.2,DDoS
2,2,1114285.71428571,28571.4285714286,140,0,0,0,37.4,1,46.75,BENIGN
5,0,731.3505607,121.8917601,41020,0,0,1,6,0,7.2,DDoS
4,0,5.939090176,0.989848363,4041023,0,0,1,6,0,7.5,DDoS
2,0,62176.1658031088,10362.6943005181,193,0,0,1,6,0,9,BENIGN
9,4,139.7511985,0.155771721,83455456,0,0,1,833.5,0,897.6153846,DDoS
9,6,141.9381412,0.182549268,82169598,0,0,1,729.3125,0,777.9333333,DDoS
1,1,277.8902425559,1.8403327322,1086760,0,0,0,114.3333333333,1,171.5,BENIGN
3,5,12888.62249,8.863490066,902579,0,0,0,1292.555556,1,1454.125,DDoS
1,1,0,70.2000702001,28490,0,0,1,0,1,0,BENIGN
3,5,414155.4463,284.961174,28074,0,0,0,1291.888889,1,1453.375,DDoS
2,2,15575.4435547182,125.6084157639,31845,0,0,0,106.8,1,133.5,BENIGN
5,0,7.319017173,1.219836196,4098911,0,0,1,6,0,7.2,DDoS
1,1,3038.9667513046,39.9864046224,50017,0,0,0,71.3333333333,1,107,BENIGN
3,5,42825.99247,29.46658121,271494,0,0,0,1291.888889,1,1453.375,DDoS
2,2,1642512.07729469,19323.6714975845,207,0,0,0,77.2,1,96.5,BENIGN
68,79,1139.7376038152,1.2839899434,114486878,0,0,0,881.6554054054,1,887.6530612245,BENIGN
4,0,7.573417179,1.262236197,3168979,0,0,1,6,0,7.5,DDoS
4,4,6142.6655707921,86.51641649,92468,0,0,0,67.8888888889,1,76.375,BENIGN
2,2,54.5988087681,0.8149075936,4908532,0,0,0,61,1,76.25,BENIGN
5,0,14.43032677,2.405054462,2078955,0,0,1,6,0,7.2,DDoS
4,0,12.25132991,2.041888318,1958971,0,0,1,6,0,7.5,DDoS
3,6,17905.95638,13.86029134,649337,0,0,0,1162.7,2,1291.888889,DDoS
3,5,68660.83918,47.21797588,169427,0,0,0,1292.555556,1,1454.125,DDoS
3,6,27015.40949,20.91155805,430384,0,0,0,1162.7,2,1291.888889,DDoS
3,0,16250000,750000,4,0,0,1,17.75,0,23.6666666667,BENIGN
2,2,1250000,27777.7777777778,144,0,0,0,41.8,1,52.25,BENIGN
4,0,8.256056075,1.376009346,2906957,0,0,1,6,0,7.5,DDoS
2,2,11255.4478906614,169.2548554987,23633,0,0,0,60.4,1,75.5,BENIGN
33,50,653793.588191651,810.2620172596,102436,0,0,0,797.2857142857,1,806.8915662651,BENIGN
3,4,263072.1542,158.3817906,44197,0,0,0,1453.375,1,1661,DDoS
1,1,260869.565217391,43478.2608695652,46,0,0,1,6,1,9,BENIGN
3,6,6301.334097,4.875097299,1846117,0,0,0,1163.3,2,1292.555556,DDoS
2,6,406983.2598,280.1709043,28554,0,0,0,1291.222222,3,1452.625,DDoS
1,1,386.1245151124,4.4638672267,448042,0,0,0,76.3333333333,1,114.5,BENIGN
3,5,10468.60812,7.199249118,1111227,0,0,0,1292.555556,1,1454.125,DDoS
8,5,142.257305,0.158565117,81985245,0,0,1,833.5,0,897.6153846,DDoS
5,0,2.962442451,0.493740408,10126779,0,0,1,6,0,7.2,DDoS
8,5,114.6905721,0.127838244,101691009,0,0,1,833.5,0,897.6153846,DDoS
5,0,35.29395156,5.88232526,850004,0,0,1,6,0,7.2,DDoS
2,2,1500000,18518.5185185185,216,0,0,0,70.8,1,88.5,BENIGN
3,4,246716.3197,148.5348102,47127,0,0,0,1453.375,1,1661,DDoS
2,2,2800000,13333.3333333333,300,0,0,0,174.8,1,218.5,BENIGN
3,5,9327.480105,6.414496763,1247175,0,0,0,1292.555556,1,1454.125,DDoS
22,25,2038.0638393526,156.5179745908,300285,0,0,0,12.75,1,13.0212765957,BENIGN
1,1,0,10309.2783505155,194,0,0,1,0,1,0,BENIGN
5,0,5.516820325,0.919470054,5437915,0,0,1,6,0,7.2,DDoS
2,2,4401.7107358037,62.4356132738,64066,0,0,0,62.8,1,78.5,BENIGN
3,4,53573.73242,32.25390272,217028,0,0,0,1453.375,1,1661,DDoS
8,6,126.372226,0.151772425,92243370,0,0,1,777.5333333,0,833.0714286,DDoS
10,5,8154.0019402488,53.1090009135,282438,0,0,0,143.9375,0,153.5333333333,BENIGN
3,5,10691.70251,7.352670858,1088040,0,0,0,1292.555556,1,1454.125,DDoS
4,0,4.065831229,0.677638538,5902852,0,0,1,6,0,7.5,DDoS
7,6,32863.9750268475,86.7123351632,149921,0,0,0,448.3571428571,0,482.8461538462,BENIGN
3,5,11077.19087,7.617770736,1050176,0,0,0,1292.555556,1,1454.125,DDoS
4,0,6.056123612,1.009353935,3962931,0,0,1,6,0,7.5,DDoS
2,1,521126.76056338,42253.5211267606,71,0,1,1,17,0,22.6666666667,BENIGN
4,0,5.264058326,0.877343054,4559220,0,0,1,6,0,7.5,DDoS
1,1,0,8658.0086580087,231,0,0,1,0,1,0,BENIGN
8,5,119.9957376,0.133751572,97195119,0,0,1,833.5,0,897.6153846,DDoS
